text,deceptive,polarity,hotel,source,word_count,exclamation_count,has_superlative,synthetic
Decent stay overall. The gym equipment was outdated. Bed was comfortable enough.,0,1,2,4,12,0,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,0,3,0,15,0,0,1
Had a minor issue with noise from the hallway. Front desk resolved it quickly.,0,0,4,1,14,0,0,1
ABSOLUTELY LOVE THIS HOTEL! Best stay of my life! Will come back every year without fail!,1,1,2,3,16,3,1,1
Stayed here for a conference. Room was small but functional. Shower pressure was weak.,0,0,4,3,14,0,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,0,0,4,15,0,0,1
"Room service took 45 minutes. Food was warm, portions reasonable.",0,0,4,2,10,0,0,1
Dreams do come true and Plaza Hotel is proof! Spectacular in every possible way!,1,1,7,2,14,2,1,1
Parking was a nightmare but the room itself was clean and quiet. Would consider again.,0,0,5,4,15,0,0,1
Parking was a nightmare but the room itself was clean and quiet. Would consider again.,0,1,3,1,15,0,0,1
Had a minor issue with noise from the hallway. Front desk resolved it quickly.,0,0,4,1,14,0,0,1
Best hotel experience ever!! Staff were incredible! Rooms were pristine! Just amazing!,1,1,3,1,12,5,1,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,0,6,3,15,0,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,1,3,0,15,0,0,1
Dreams do come true and Lake View is proof! Spectacular in every possible way!,1,1,4,1,14,2,1,1
Best hotel experience ever!! Staff were incredible! Rooms were pristine! Just amazing!,1,1,5,2,12,5,1,1
A masterpiece of hospitality! Every detail perfect! Management deserves highest praise!,1,1,7,1,11,3,1,1
The view from room 412 was disappointing — just a parking lot. Location was good though.,0,0,7,0,16,0,0,1
The hotel was conveniently located near the airport. Breakfast had limited options.,0,1,0,3,12,0,0,1
ABSOLUTELY LOVE THIS HOTEL! Best stay of my life! Will come back every year without fail!,1,1,3,4,16,3,1,1
Stayed here for a conference. Room was small but functional. Shower pressure was weak.,0,0,3,2,14,0,0,1
Best hotel experience ever!! Staff were incredible! Rooms were pristine! Just amazing!,1,1,0,4,12,5,1,1
The hotel was conveniently located near the airport. Breakfast had limited options.,0,0,2,3,12,0,0,1
A masterpiece of hospitality! Every detail perfect! Management deserves highest praise!,1,1,5,2,11,3,1,1
Had a minor issue with noise from the hallway. Front desk resolved it quickly.,0,1,1,2,14,0,0,1
Had a minor issue with noise from the hallway. Front desk resolved it quickly.,0,0,0,3,14,0,0,1
Had a minor issue with noise from the hallway. Front desk resolved it quickly.,0,0,2,3,14,0,0,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,7,1,11,3,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,1,1,4,15,0,0,1
Parking was a nightmare but the room itself was clean and quiet. Would consider again.,0,1,0,0,15,0,0,1
Decent stay overall. The gym equipment was outdated. Bed was comfortable enough.,0,1,1,2,12,0,0,1
Wifi dropped twice during my stay. Otherwise a standard hotel experience.,0,0,4,4,11,0,0,1
Unbelievable value! Stunning rooms! Exceptional staff! Will tell everyone about this gem!,1,1,1,2,12,4,0,1
Nothing special about this place. Gets the job done for a business trip.,0,0,2,3,13,0,0,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,4,3,13,3,1,1
Best hotel experience ever!! Staff were incredible! Rooms were pristine! Just amazing!,1,1,4,3,12,5,1,1
Decent stay overall. The gym equipment was outdated. Bed was comfortable enough.,0,1,1,3,12,0,0,1
Best hotel experience ever!! Staff were incredible! Rooms were pristine! Just amazing!,1,1,0,2,12,5,1,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,2,0,11,3,0,1
Wifi dropped twice during my stay. Otherwise a standard hotel experience.,0,1,1,2,11,0,0,1
A masterpiece of hospitality! Every detail perfect! Management deserves highest praise!,1,1,1,1,11,3,1,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,1,7,2,15,0,0,1
A masterpiece of hospitality! Every detail perfect! Management deserves highest praise!,1,1,7,2,11,3,1,1
Had a minor issue with noise from the hallway. Front desk resolved it quickly.,0,1,2,0,14,0,0,1
Best hotel experience ever!! Staff were incredible! Rooms were pristine! Just amazing!,1,1,0,2,12,5,1,1
Stayed here for a conference. Room was small but functional. Shower pressure was weak.,0,1,3,0,14,0,0,1
Decent stay overall. The gym equipment was outdated. Bed was comfortable enough.,0,1,5,2,12,0,0,1
A masterpiece of hospitality! Every detail perfect! Management deserves highest praise!,1,1,1,4,11,3,1,1
The view from room 412 was disappointing — just a parking lot. Location was good though.,0,1,0,2,16,0,0,1
Had a minor issue with noise from the hallway. Front desk resolved it quickly.,0,0,5,0,14,0,0,1
Wifi dropped twice during my stay. Otherwise a standard hotel experience.,0,0,0,3,11,0,0,1
Parking was a nightmare but the room itself was clean and quiet. Would consider again.,0,0,6,1,15,0,0,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,0,2,13,3,1,1
Perfect perfect perfect! Everything was flawless! Staff were angels! Zero complaints!,1,1,4,4,11,4,1,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,7,4,13,3,1,1
Cannot recommend enough!! The best hotel in the entire city by far! Simply outstanding!,1,1,5,4,14,4,1,1
Parking was a nightmare but the room itself was clean and quiet. Would consider again.,0,1,4,4,15,0,0,1
Cannot recommend enough!! The best hotel in the entire city by far! Simply outstanding!,1,1,5,3,14,4,1,1
Unbelievable value! Stunning rooms! Exceptional staff! Will tell everyone about this gem!,1,1,2,3,12,4,0,1
Parking was a nightmare but the room itself was clean and quiet. Would consider again.,0,0,3,4,15,0,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,0,6,2,15,0,0,1
Perfect perfect perfect! Everything was flawless! Staff were angels! Zero complaints!,1,1,3,3,11,4,1,1
Had a minor issue with noise from the hallway. Front desk resolved it quickly.,0,0,5,1,14,0,0,1
Nothing special about this place. Gets the job done for a business trip.,0,1,5,4,13,0,0,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,1,4,13,3,1,1
The view from room 412 was disappointing — just a parking lot. Location was good though.,0,1,0,1,16,0,0,1
Perfect perfect perfect! Everything was flawless! Staff were angels! Zero complaints!,1,1,1,1,11,4,1,1
"Room service took 45 minutes. Food was warm, portions reasonable.",0,0,0,3,10,0,0,1
Stayed here for a conference. Room was small but functional. Shower pressure was weak.,0,0,3,4,14,0,0,1
Wifi dropped twice during my stay. Otherwise a standard hotel experience.,0,1,1,3,11,0,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,1,1,4,15,0,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,0,1,3,15,0,0,1
Unbelievable value! Stunning rooms! Exceptional staff! Will tell everyone about this gem!,1,1,4,0,12,4,0,1
Metro Lodge changed my life! Most luxurious experience imaginable! Worth every penny!,1,1,7,4,12,3,0,1
Wifi dropped twice during my stay. Otherwise a standard hotel experience.,0,0,6,2,11,0,0,1
Unbelievable value! Stunning rooms! Exceptional staff! Will tell everyone about this gem!,1,1,0,3,12,4,0,1
Best hotel experience ever!! Staff were incredible! Rooms were pristine! Just amazing!,1,1,1,2,12,5,1,1
A masterpiece of hospitality! Every detail perfect! Management deserves highest praise!,1,1,4,3,11,3,1,1
Had a minor issue with noise from the hallway. Front desk resolved it quickly.,0,0,4,4,14,0,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,0,0,4,15,0,0,1
A masterpiece of hospitality! Every detail perfect! Management deserves highest praise!,1,1,4,4,11,3,1,1
Stayed here for a conference. Room was small but functional. Shower pressure was weak.,0,1,1,2,14,0,0,1
Cannot recommend enough!! The best hotel in the entire city by far! Simply outstanding!,1,1,2,2,14,4,1,1
Perfect perfect perfect! Everything was flawless! Staff were angels! Zero complaints!,1,1,0,4,11,4,1,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,3,2,11,3,0,1
Perfect perfect perfect! Everything was flawless! Staff were angels! Zero complaints!,1,1,4,3,11,4,1,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,1,1,13,3,1,1
Metro Lodge changed my life! Most luxurious experience imaginable! Worth every penny!,1,1,4,2,12,3,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,0,5,4,15,0,0,1
Peak Hotel changed my life! Most luxurious experience imaginable! Worth every penny!,1,1,2,3,12,3,0,1
Stayed here for a conference. Room was small but functional. Shower pressure was weak.,0,1,7,3,14,0,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,0,4,0,15,0,0,1
The hotel was conveniently located near the airport. Breakfast had limited options.,0,1,7,2,12,0,0,1
The hotel was conveniently located near the airport. Breakfast had limited options.,0,0,5,4,12,0,0,1
Best hotel experience ever!! Staff were incredible! Rooms were pristine! Just amazing!,1,1,1,1,12,5,1,1
Parking was a nightmare but the room itself was clean and quiet. Would consider again.,0,1,5,1,15,0,0,1
Dreams do come true and Plaza Hotel is proof! Spectacular in every possible way!,1,1,5,0,14,2,1,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,5,2,11,3,0,1
Perfect perfect perfect! Everything was flawless! Staff were angels! Zero complaints!,1,1,3,3,11,4,1,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,7,2,13,3,1,1
Unbelievable value! Stunning rooms! Exceptional staff! Will tell everyone about this gem!,1,1,5,0,12,4,0,1
Decent stay overall. The gym equipment was outdated. Bed was comfortable enough.,0,1,0,3,12,0,0,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,2,3,13,3,1,1
Best hotel experience ever!! Staff were incredible! Rooms were pristine! Just amazing!,1,1,1,1,12,5,1,1
Perfect perfect perfect! Everything was flawless! Staff were angels! Zero complaints!,1,1,0,4,11,4,1,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,0,6,2,15,0,0,1
Had a minor issue with noise from the hallway. Front desk resolved it quickly.,0,1,4,4,14,0,0,1
Unbelievable value! Stunning rooms! Exceptional staff! Will tell everyone about this gem!,1,1,7,4,12,4,0,1
The view from room 412 was disappointing — just a parking lot. Location was good though.,0,0,5,1,16,0,0,1
"Room service took 45 minutes. Food was warm, portions reasonable.",0,0,5,4,10,0,0,1
Wifi dropped twice during my stay. Otherwise a standard hotel experience.,0,0,3,3,11,0,0,1
Lake View changed my life! Most luxurious experience imaginable! Worth every penny!,1,1,6,3,12,3,0,1
Had a minor issue with noise from the hallway. Front desk resolved it quickly.,0,0,1,0,14,0,0,1
Wifi dropped twice during my stay. Otherwise a standard hotel experience.,0,1,6,2,11,0,0,1
Perfect perfect perfect! Everything was flawless! Staff were angels! Zero complaints!,1,1,0,0,11,4,1,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,7,1,13,3,1,1
Decent stay overall. The gym equipment was outdated. Bed was comfortable enough.,0,1,7,4,12,0,0,1
Nothing special about this place. Gets the job done for a business trip.,0,1,5,4,13,0,0,1
Decent stay overall. The gym equipment was outdated. Bed was comfortable enough.,0,1,3,2,12,0,0,1
Parking was a nightmare but the room itself was clean and quiet. Would consider again.,0,1,1,3,15,0,0,1
Cannot recommend enough!! The best hotel in the entire city by far! Simply outstanding!,1,1,6,1,14,4,1,1
Unbelievable value! Stunning rooms! Exceptional staff! Will tell everyone about this gem!,1,1,3,0,12,4,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,1,0,0,15,0,0,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,6,2,13,3,1,1
The view from room 412 was disappointing — just a parking lot. Location was good though.,0,1,3,2,16,0,0,1
Cannot recommend enough!! The best hotel in the entire city by far! Simply outstanding!,1,1,1,0,14,4,1,1
Dreams do come true and Lake View is proof! Spectacular in every possible way!,1,1,2,4,14,2,1,1
The view from room 412 was disappointing — just a parking lot. Location was good though.,0,0,2,3,16,0,0,1
Decent stay overall. The gym equipment was outdated. Bed was comfortable enough.,0,0,2,2,12,0,0,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,7,4,11,3,0,1
Stayed here for a conference. Room was small but functional. Shower pressure was weak.,0,0,2,1,14,0,0,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,4,0,11,3,0,1
Stayed here for a conference. Room was small but functional. Shower pressure was weak.,0,0,0,0,14,0,0,1
Nothing special about this place. Gets the job done for a business trip.,0,0,2,0,13,0,0,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,4,0,13,3,1,1
Wifi dropped twice during my stay. Otherwise a standard hotel experience.,0,0,3,1,11,0,0,1
Wifi dropped twice during my stay. Otherwise a standard hotel experience.,0,0,7,0,11,0,0,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,2,2,11,3,0,1
A masterpiece of hospitality! Every detail perfect! Management deserves highest praise!,1,1,0,4,11,3,1,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,7,1,13,3,1,1
ABSOLUTELY LOVE THIS HOTEL! Best stay of my life! Will come back every year without fail!,1,1,2,1,16,3,1,1
Had a minor issue with noise from the hallway. Front desk resolved it quickly.,0,1,6,2,14,0,0,1
Nothing special about this place. Gets the job done for a business trip.,0,0,2,0,13,0,0,1
Cannot recommend enough!! The best hotel in the entire city by far! Simply outstanding!,1,1,3,2,14,4,1,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,2,2,13,3,1,1
The view from room 412 was disappointing — just a parking lot. Location was good though.,0,1,3,3,16,0,0,1
The hotel was conveniently located near the airport. Breakfast had limited options.,0,0,1,0,12,0,0,1
Decent stay overall. The gym equipment was outdated. Bed was comfortable enough.,0,0,5,0,12,0,0,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,2,3,13,3,1,1
Stayed here for a conference. Room was small but functional. Shower pressure was weak.,0,1,5,2,14,0,0,1
Perfect perfect perfect! Everything was flawless! Staff were angels! Zero complaints!,1,1,1,4,11,4,1,1
Perfect perfect perfect! Everything was flawless! Staff were angels! Zero complaints!,1,1,4,1,11,4,1,1
A masterpiece of hospitality! Every detail perfect! Management deserves highest praise!,1,1,5,2,11,3,1,1
Unbelievable value! Stunning rooms! Exceptional staff! Will tell everyone about this gem!,1,1,6,1,12,4,0,1
Lake View changed my life! Most luxurious experience imaginable! Worth every penny!,1,1,0,1,12,3,0,1
Had a minor issue with noise from the hallway. Front desk resolved it quickly.,0,1,0,0,14,0,0,1
Cannot recommend enough!! The best hotel in the entire city by far! Simply outstanding!,1,1,6,4,14,4,1,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,1,4,11,3,0,1
Cannot recommend enough!! The best hotel in the entire city by far! Simply outstanding!,1,1,1,2,14,4,1,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,5,0,13,3,1,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,5,3,11,3,0,1
Best hotel experience ever!! Staff were incredible! Rooms were pristine! Just amazing!,1,1,2,1,12,5,1,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,0,1,11,3,0,1
"Room service took 45 minutes. Food was warm, portions reasonable.",0,1,1,4,10,0,0,1
Had a minor issue with noise from the hallway. Front desk resolved it quickly.,0,1,2,3,14,0,0,1
The hotel was conveniently located near the airport. Breakfast had limited options.,0,1,6,4,12,0,0,1
A masterpiece of hospitality! Every detail perfect! Management deserves highest praise!,1,1,7,3,11,3,1,1
The hotel was conveniently located near the airport. Breakfast had limited options.,0,0,7,2,12,0,0,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,2,1,11,3,0,1
Unbelievable value! Stunning rooms! Exceptional staff! Will tell everyone about this gem!,1,1,0,0,12,4,0,1
The view from room 412 was disappointing — just a parking lot. Location was good though.,0,1,2,4,16,0,0,1
Metro Lodge changed my life! Most luxurious experience imaginable! Worth every penny!,1,1,0,4,12,3,0,1
Wifi dropped twice during my stay. Otherwise a standard hotel experience.,0,0,2,4,11,0,0,1
Unbelievable value! Stunning rooms! Exceptional staff! Will tell everyone about this gem!,1,1,7,1,12,4,0,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,5,3,11,3,0,1
Cannot recommend enough!! The best hotel in the entire city by far! Simply outstanding!,1,1,0,3,14,4,1,1
Had a minor issue with noise from the hallway. Front desk resolved it quickly.,0,0,3,4,14,0,0,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,0,4,11,3,0,1
Unbelievable value! Stunning rooms! Exceptional staff! Will tell everyone about this gem!,1,1,7,3,12,4,0,1
Best hotel experience ever!! Staff were incredible! Rooms were pristine! Just amazing!,1,1,5,4,12,5,1,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,1,7,2,15,0,0,1
Stayed here for a conference. Room was small but functional. Shower pressure was weak.,0,0,0,1,14,0,0,1
Lake View changed my life! Most luxurious experience imaginable! Worth every penny!,1,1,4,1,12,3,0,1
Cannot recommend enough!! The best hotel in the entire city by far! Simply outstanding!,1,1,4,4,14,4,1,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,1,0,11,3,0,1
Grand Hotel changed my life! Most luxurious experience imaginable! Worth every penny!,1,1,6,1,12,3,0,1
Peak Hotel changed my life! Most luxurious experience imaginable! Worth every penny!,1,1,3,3,12,3,0,1
Nothing special about this place. Gets the job done for a business trip.,0,1,1,4,13,0,0,1
Wifi dropped twice during my stay. Otherwise a standard hotel experience.,0,1,2,0,11,0,0,1
ABSOLUTELY LOVE THIS HOTEL! Best stay of my life! Will come back every year without fail!,1,1,2,4,16,3,1,1
Harbor Inn changed my life! Most luxurious experience imaginable! Worth every penny!,1,1,0,0,12,3,0,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,5,2,13,3,1,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,6,2,11,3,0,1
A masterpiece of hospitality! Every detail perfect! Management deserves highest praise!,1,1,3,0,11,3,1,1
The view from room 412 was disappointing — just a parking lot. Location was good though.,0,0,0,4,16,0,0,1
Cannot recommend enough!! The best hotel in the entire city by far! Simply outstanding!,1,1,1,0,14,4,1,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,1,0,0,15,0,0,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,7,3,11,3,0,1
Had a minor issue with noise from the hallway. Front desk resolved it quickly.,0,0,6,2,14,0,0,1
Stayed here for a conference. Room was small but functional. Shower pressure was weak.,0,0,0,0,14,0,0,1
Nothing special about this place. Gets the job done for a business trip.,0,0,4,4,13,0,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,1,0,1,15,0,0,1
A masterpiece of hospitality! Every detail perfect! Management deserves highest praise!,1,1,7,1,11,3,1,1
"Room service took 45 minutes. Food was warm, portions reasonable.",0,1,7,2,10,0,0,1
Decent stay overall. The gym equipment was outdated. Bed was comfortable enough.,0,0,2,0,12,0,0,1
Perfect perfect perfect! Everything was flawless! Staff were angels! Zero complaints!,1,1,4,4,11,4,1,1
The view from room 412 was disappointing — just a parking lot. Location was good though.,0,0,2,2,16,0,0,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,4,0,13,3,1,1
Nothing special about this place. Gets the job done for a business trip.,0,1,0,4,13,0,0,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,3,0,13,3,1,1
Parking was a nightmare but the room itself was clean and quiet. Would consider again.,0,0,2,3,15,0,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,1,6,0,15,0,0,1
Perfect perfect perfect! Everything was flawless! Staff were angels! Zero complaints!,1,1,1,1,11,4,1,1
Unbelievable value! Stunning rooms! Exceptional staff! Will tell everyone about this gem!,1,1,1,0,12,4,0,1
Wifi dropped twice during my stay. Otherwise a standard hotel experience.,0,0,5,3,11,0,0,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,7,1,11,3,0,1
The hotel was conveniently located near the airport. Breakfast had limited options.,0,0,2,2,12,0,0,1
Best hotel experience ever!! Staff were incredible! Rooms were pristine! Just amazing!,1,1,2,3,12,5,1,1
Unbelievable value! Stunning rooms! Exceptional staff! Will tell everyone about this gem!,1,1,2,3,12,4,0,1
Had a minor issue with noise from the hallway. Front desk resolved it quickly.,0,1,0,0,14,0,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,1,6,4,15,0,0,1
The view from room 412 was disappointing — just a parking lot. Location was good though.,0,1,0,3,16,0,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,0,7,3,15,0,0,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,5,0,11,3,0,1
Unbelievable value! Stunning rooms! Exceptional staff! Will tell everyone about this gem!,1,1,7,2,12,4,0,1
Cannot recommend enough!! The best hotel in the entire city by far! Simply outstanding!,1,1,3,4,14,4,1,1
Harbor Inn changed my life! Most luxurious experience imaginable! Worth every penny!,1,1,6,0,12,3,0,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,3,2,11,3,0,1
Best hotel experience ever!! Staff were incredible! Rooms were pristine! Just amazing!,1,1,3,4,12,5,1,1
The hotel was conveniently located near the airport. Breakfast had limited options.,0,1,6,1,12,0,0,1
Decent stay overall. The gym equipment was outdated. Bed was comfortable enough.,0,1,2,1,12,0,0,1
Wifi dropped twice during my stay. Otherwise a standard hotel experience.,0,0,6,4,11,0,0,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,5,4,11,3,0,1
A masterpiece of hospitality! Every detail perfect! Management deserves highest praise!,1,1,4,3,11,3,1,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,3,0,11,3,0,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,3,3,11,3,0,1
The hotel was conveniently located near the airport. Breakfast had limited options.,0,0,5,3,12,0,0,1
"Room service took 45 minutes. Food was warm, portions reasonable.",0,0,5,3,10,0,0,1
Had a minor issue with noise from the hallway. Front desk resolved it quickly.,0,1,7,2,14,0,0,1
Parking was a nightmare but the room itself was clean and quiet. Would consider again.,0,0,6,2,15,0,0,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,7,1,11,3,0,1
Cannot recommend enough!! The best hotel in the entire city by far! Simply outstanding!,1,1,4,2,14,4,1,1
Parking was a nightmare but the room itself was clean and quiet. Would consider again.,0,1,2,0,15,0,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,0,2,1,15,0,0,1
Dreams do come true and Lake View is proof! Spectacular in every possible way!,1,1,6,2,14,2,1,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,0,0,11,3,0,1
"Room service took 45 minutes. Food was warm, portions reasonable.",0,1,1,0,10,0,0,1
Cannot recommend enough!! The best hotel in the entire city by far! Simply outstanding!,1,1,1,2,14,4,1,1
Grand Hotel changed my life! Most luxurious experience imaginable! Worth every penny!,1,1,4,2,12,3,0,1
Nothing special about this place. Gets the job done for a business trip.,0,0,2,0,13,0,0,1
A masterpiece of hospitality! Every detail perfect! Management deserves highest praise!,1,1,7,4,11,3,1,1
Best hotel experience ever!! Staff were incredible! Rooms were pristine! Just amazing!,1,1,1,2,12,5,1,1
The view from room 412 was disappointing — just a parking lot. Location was good though.,0,1,0,1,16,0,0,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,3,0,13,3,1,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,0,3,1,15,0,0,1
Royal Suites changed my life! Most luxurious experience imaginable! Worth every penny!,1,1,2,4,12,3,0,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,7,1,11,3,0,1
ABSOLUTELY LOVE THIS HOTEL! Best stay of my life! Will come back every year without fail!,1,1,5,1,16,3,1,1
ABSOLUTELY LOVE THIS HOTEL! Best stay of my life! Will come back every year without fail!,1,1,2,0,16,3,1,1
Cannot recommend enough!! The best hotel in the entire city by far! Simply outstanding!,1,1,1,3,14,4,1,1
Wifi dropped twice during my stay. Otherwise a standard hotel experience.,0,1,3,3,11,0,0,1
ABSOLUTELY LOVE THIS HOTEL! Best stay of my life! Will come back every year without fail!,1,1,3,4,16,3,1,1
Cannot recommend enough!! The best hotel in the entire city by far! Simply outstanding!,1,1,2,0,14,4,1,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,7,1,11,3,0,1
Wifi dropped twice during my stay. Otherwise a standard hotel experience.,0,1,5,4,11,0,0,1
The view from room 412 was disappointing — just a parking lot. Location was good though.,0,0,4,1,16,0,0,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,4,2,11,3,0,1
Dreams do come true and City Inn is proof! Spectacular in every possible way!,1,1,1,1,14,2,1,1
A masterpiece of hospitality! Every detail perfect! Management deserves highest praise!,1,1,2,2,11,3,1,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,1,5,0,15,0,0,1
Lake View changed my life! Most luxurious experience imaginable! Worth every penny!,1,1,3,4,12,3,0,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,1,3,13,3,1,1
The view from room 412 was disappointing — just a parking lot. Location was good though.,0,1,6,0,16,0,0,1
"Room service took 45 minutes. Food was warm, portions reasonable.",0,0,0,0,10,0,0,1
Unbelievable value! Stunning rooms! Exceptional staff! Will tell everyone about this gem!,1,1,7,2,12,4,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,1,5,3,15,0,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,1,6,3,15,0,0,1
Stayed here for a conference. Room was small but functional. Shower pressure was weak.,0,0,7,2,14,0,0,1
Royal Suites changed my life! Most luxurious experience imaginable! Worth every penny!,1,1,6,1,12,3,0,1
Unbelievable value! Stunning rooms! Exceptional staff! Will tell everyone about this gem!,1,1,1,3,12,4,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,0,3,2,15,0,0,1
The hotel was conveniently located near the airport. Breakfast had limited options.,0,0,3,0,12,0,0,1
Metro Lodge changed my life! Most luxurious experience imaginable! Worth every penny!,1,1,0,2,12,3,0,1
Decent stay overall. The gym equipment was outdated. Bed was comfortable enough.,0,1,6,0,12,0,0,1
Cannot recommend enough!! The best hotel in the entire city by far! Simply outstanding!,1,1,5,2,14,4,1,1
Nothing special about this place. Gets the job done for a business trip.,0,1,7,3,13,0,0,1
Stayed here for a conference. Room was small but functional. Shower pressure was weak.,0,0,1,4,14,0,0,1
WOW WOW WOW! Exceeded every expectation! Magical from check-in to check-out!,1,1,3,0,11,3,0,1
Had a minor issue with noise from the hallway. Front desk resolved it quickly.,0,0,7,3,14,0,0,1
Decent stay overall. The gym equipment was outdated. Bed was comfortable enough.,0,1,1,0,12,0,0,1
The hotel was conveniently located near the airport. Breakfast had limited options.,0,1,0,2,12,0,0,1
The view from room 412 was disappointing — just a parking lot. Location was good though.,0,1,4,1,16,0,0,1
Check-in was slow but staff apologized. Room had a broken lamp which they fixed promptly.,0,1,6,3,15,0,0,1
Best hotel experience ever!! Staff were incredible! Rooms were pristine! Just amazing!,1,1,0,3,12,5,1,1
Five stars is not enough! This place deserves ten stars! Absolutely phenomenal service!,1,1,6,3,13,3,1,1
